,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DISMISSAL AGREED,ORIGINAL MSG
140,76,621f79e243b89009366c8d1d,2021-09-02T22:00:00.000Z,pKrepe#5682,iviangita#3204,for their ninja skills and hacking on the CCD development,False,True,False,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,6.88,55.0,False,for their ninja skills and hacking on the CCD development
141,616,621f79e243b89009366c8f5c,2021-09-15T22:00:00.000Z,pKrepe#5682,divine_comedian#5493,for their work on the CCD dashboard,False,True,False,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,6.88,55.0,False,for their work on the CCD dashboard
142,777,621f79e243b89009366c900a,2021-09-17T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,"for their work in the Params WG designing, developing, and testing the CCD 🤖",False,True,False,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,10.13,55.0,False,"for their work in the Params WG designing, developing, and testing the CCD 🤖"
209,893,621f79e243b89009366c907e,2021-09-18T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for doing a 3-hour long praise transcription session 💪🏻,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,13.0,34.0,False,for doing a 3-hour long praise transcription session 💪🏻
210,402,621f79e243b89009366c8e6e,2021-09-09T22:00:00.000Z,markop#2007,Mount Manu#3530,for the beautiful design 👀,False,True,False,False,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,3.6,34.0,False,for the beautiful design 👀
211,1215,621f79e243b89009366c9218,2021-09-23T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for all the resource-sharing and support seen in other communities,True,False,False,False,innov8tor3#3988,AmwFund#0979,teaci#6108,Usua◎ Silver#2618,12.5,34.0,False,for all the resource-sharing and support seen in other communities
212,1155,621f79e243b89009366c91dc,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,"for resolving the issue with Mt Manu's SWAG, which just arrived to the post office today",True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,6.85,34.0,False,"for resolving the issue with Mt Manu's SWAG, which just arrived to the post office today"
213,174,621f79e243b89009366c8d8a,2021-09-02T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for doing user testing,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,15.0,34.0,False,for doing user testing
353,1019,621f79e243b89009366c9154,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for sharing a lot of ideas on how other DAOs are doing treasury management,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,8.0,21.0,False,for sharing a lot of ideas on how other DAOs are doing treasury management
354,376,621f79e243b89009366c8e54,2021-09-09T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for their work in Params 🦾,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,5.7,21.0,False,for their work in Params 🦾
357,736,621f79e243b89009366c8fe1,2021-09-17T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for their work in the Commons Configuration Dashboard 🇧🇷 🥷🏻,True,False,False,False,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,11.25,21.0,False,for their work in the Commons Configuration Dashboard 🇧🇷 🥷🏻
358,1285,621f79e243b89009366c926d,2021-09-23T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,True,False,Zeptimus#3359,liviade#1387,bends#3537,Usua◎ Silver#2618,6.25,21.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
359,1142,621f79e243b89009366c91cf,2021-09-23T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for taking issues to work on in the reward system,False,True,False,False,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,9.75,21.0,False,for taking issues to work on in the reward system
360,1294,621f79e243b89009366c9276,2021-09-23T22:00:00.000Z,GideonRo#3175,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,False,False,PhilH#1102,Mettodo#7010,acidlazzer#5796,Usua◎ Silver#2618,5.58,21.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
367,1309,621f79e243b89009366c9285,2021-09-26T22:00:00.000Z,iviangita#3204,iviangita#3204,for joining the Transparency WG biweekly sync and sharing ideas around Treasury Management,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,6.2,21.0,False,for joining the Transparency WG biweekly sync and sharing ideas around Treasury Management
369,524,621f79e243b89009366c8ef4,2021-09-09T22:00:00.000Z,anna-marie#8824,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,True,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,6.0,21.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
370,1188,621f79e243b89009366c91fd,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for coming to the Stewards Council,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,6.25,21.0,False,for coming to the Stewards Council
371,715,621f79e243b89009366c8fcc,2021-09-17T22:00:00.000Z,anna-marie#8824,Mount Manu#3530,for the new Communitas WG 🏘️,False,True,False,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,4.03,21.0,False,for the new Communitas WG 🏘️
372,511,621f79e243b89009366c8ee7,2021-09-09T22:00:00.000Z,GideonRo#3175,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,False,False,PhilH#1102,Mettodo#7010,acidlazzer#5796,Usua◎ Silver#2618,6.25,21.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
566,1282,621f79e243b89009366c926a,2021-09-23T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,False,False,True,False,Mount Manu#3530,enti#1546,bends#3537,Sha#6179,1.82,13.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
567,137,621f79e243b89009366c8d65,2021-09-02T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,True,False,Zeptimus#3359,liviade#1387,bends#3537,Usua◎ Silver#2618,4.25,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
569,138,621f79e243b89009366c8d66,2021-09-02T22:00:00.000Z,Mettodo#7010,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,True,False,PhilH#1102,liviade#1387,bends#3537,Usua◎ Silver#2618,4.0,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
570,130,621f79e243b89009366c8d5e,2021-09-02T22:00:00.000Z,GideonRo#3175,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,False,False,PhilH#1102,Mettodo#7010,acidlazzer#5796,Usua◎ Silver#2618,4.25,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
572,1286,621f79e243b89009366c926e,2021-09-23T22:00:00.000Z,anna-marie#8824,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,True,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,4.0,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
573,740,621f79e243b89009366c8fe5,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for gathering all the people to do the user testing ✍🏻,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4.7,13.0,False,for gathering all the people to do the user testing ✍🏻
583,71,621f79e243b89009366c8d18,2021-09-02T22:00:00.000Z,iviangita#3204,iviangita#3204,for being so meticulous,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,4.25,13.0,False,for being so meticulous
584,683,621f79e243b89009366c8fac,2021-09-17T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for hanging out with Griff in Vienna,False,False,True,False,Zeptimus#3359,Mettodo#7010,Parrachia#0450,divine_comedian#5493,4.25,13.0,False,for hanging out with Griff in Vienna
585,682,621f79e243b89009366c8fab,2021-09-17T22:00:00.000Z,JessicaZartler#2263,Mount Manu#3530,for hanging out with Griff in Vienna,False,False,True,False,Zeptimus#3359,AmwFund#0979,Parrachia#0450,hanners717#2022,4.75,13.0,False,for hanging out with Griff in Vienna
589,657,621f79e243b89009366c8f91,2021-09-16T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,True,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,6.0,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
590,656,621f79e243b89009366c8f90,2021-09-16T22:00:00.000Z,Nuggan#5183,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,False,False,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,5.5,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
592,653,621f79e243b89009366c8f8d,2021-09-16T22:00:00.000Z,Mettodo#7010,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,True,False,PhilH#1102,liviade#1387,bends#3537,Usua◎ Silver#2618,4.0,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
593,649,621f79e243b89009366c8f89,2021-09-16T22:00:00.000Z,GideonRo#3175,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,False,False,PhilH#1102,Mettodo#7010,acidlazzer#5796,Usua◎ Silver#2618,3.58,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
596,642,621f79e243b89009366c8f82,2021-09-16T22:00:00.000Z,mheuer#9922,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,False,False,False,True,Mount Manu#3530,Vyvy-vi#5040,Maxwe11#7157,Nuggan#5183,4.75,13.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
599,684,621f79e243b89009366c8fad,2021-09-17T22:00:00.000Z,JessicaZartler#2263,Mount Manu#3530,for the Vienna deep dives! 🧙🏻‍♂️,False,False,True,False,Zeptimus#3359,AmwFund#0979,Parrachia#0450,hanners717#2022,6.0,13.0,False,for the Vienna deep dives! 🧙🏻‍♂️
600,400,621f79e243b89009366c8e6c,2021-09-09T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for doing user testing 👽,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,3.83,13.0,False,for doing user testing 👽
608,212,621f79e243b89009366c8db0,2021-09-02T22:00:00.000Z,iviangita#3204,iviangita#3204,for having an interesting discussion in the Legal WG sync today,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,3.48,13.0,False,for having an interesting discussion in the Legal WG sync today
618,521,621f79e243b89009366c8ef1,2021-09-09T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,True,False,Zeptimus#3359,liviade#1387,bends#3537,Usua◎ Silver#2618,4.25,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
619,243,621f79e243b89009366c8dcf,2021-09-05T22:00:00.000Z,iviangita#3204,iviangita#3204,for the discussion on types of voting our community can use for different instances,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,5.25,13.0,False,for the discussion on types of voting our community can use for different instances
620,514,621f79e243b89009366c8eea,2021-09-09T22:00:00.000Z,kristofer#1475,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,innov8tor3#3988,enti#1546,Parrachia#0450,divine_comedian#5493,3.75,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
621,513,621f79e243b89009366c8ee9,2021-09-09T22:00:00.000Z,Mettodo#7010,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,True,False,PhilH#1102,liviade#1387,bends#3537,Usua◎ Silver#2618,4.0,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
622,1132,621f79e243b89009366c91c5,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for all the visibility the TEC is having,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,7.25,13.0,False,for all the visibility the TEC is having
625,279,621f79e243b89009366c8df3,2021-09-06T22:00:00.000Z,Zeptimus#3359,Juankbell#7458,for encouraging research on snapshot votes and going to the dentist 😄,False,False,False,True,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,1.2,13.0,False,for encouraging research on snapshot votes and going to the dentist 😄
626,1245,621f79e243b89009366c9236,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for sharing time and calls with Edu this week,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,4.75,13.0,False,for sharing time and calls with Edu this week
627,505,621f79e243b89009366c8ee1,2021-09-09T22:00:00.000Z,anna-marie#8824,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,True,False,True,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,3.5,13.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
628,345,621f79e243b89009366c8e35,2021-09-09T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for their work in the Params WG 🤖,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,6.5,13.0,False,for their work in the Params WG 🤖
633,415,621f79e243b89009366c8e7b,2021-09-09T22:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for the Comms DAO 😛,False,True,False,False,Zeptimus#3359,liviade#1387,bends#3537,Usua◎ Silver#2618,7.75,13.0,False,for the Comms DAO 😛
638,1075,621f79e243b89009366c918c,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for their contributions to the Comms WG,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,4.75,13.0,False,for their contributions to the Comms WG
818,886,621f79e243b89009366c9077,2021-09-18T22:00:00.000Z,mateodaza#3156,Mount Manu#3530,for taking part in the rewards system call 📊,False,False,False,True,PhilH#1102,enti#1546,acidlazzer#5796,Nuggan#5183,2.5,8.0,False,for taking part in the rewards system call 📊
819,148,621f79e243b89009366c8d70,2021-09-02T22:00:00.000Z,Suga#8514,Mount Manu#3530,for leading an amazing call and  for helping her,False,False,True,False,Mount Manu#3530,liviade#1387,Parrachia#0450,Nuggan#5183,3.5,8.0,False,for leading an amazing call and  for helping her
820,239,621f79e243b89009366c8dcb,2021-09-05T22:00:00.000Z,iviangita#3204,iviangita#3204,for joining the Twitter weekly sync,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,3.5,8.0,False,for joining the Twitter weekly sync
826,760,621f79e243b89009366c8ff9,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for his support in Comms 💪🏻,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4.5,8.0,False,for his support in Comms 💪🏻
852,264,621f79e243b89009366c8de4,2021-09-06T22:00:00.000Z,bradleyc#3333,Juankbell#7458,for the amazing commons swarm call that was done yesterday!,True,False,False,False,PhilH#1102,enti#1546,acidlazzer#5796,divine_comedian#5493,0.35,8.0,False,for the amazing commons swarm call that was done yesterday!
853,263,621f79e243b89009366c8de3,2021-09-06T22:00:00.000Z,"sem(🌸,🐝)#0161",Juankbell#7458,for the amazing commons swarm call that was done yesterday!,False,True,False,False,PhilH#1102,enti#1546,Parrachia#0450,Sha#6179,1.47,8.0,False,for the amazing commons swarm call that was done yesterday!
854,254,621f79e243b89009366c8dda,2021-09-06T22:00:00.000Z,"sem(🌸,🐝)#0161",Juankbell#7458,for the amazing commons swarm call that was done yesterday!,False,False,True,False,PhilH#1102,enti#1546,Parrachia#0450,Sha#6179,2.5,8.0,False,for the amazing commons swarm call that was done yesterday!
855,1297,621f79e243b89009366c9279,2021-09-23T22:00:00.000Z,natesuits#4789,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,True,False,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,3.0,8.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
857,433,621f79e243b89009366c8e8d,2021-09-09T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for being Zepti: our hero that we love very much 🦸🏻,False,False,True,True,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,2.75,8.0,False,for being Zepti: our hero that we love very much 🦸🏻
860,647,621f79e243b89009366c8f87,2021-09-16T22:00:00.000Z,monstrosity#5714,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,False,False,False,PhilH#1102,AmwFund#0979,acidlazzer#5796,hanners717#2022,3.0,8.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
861,843,621f79e243b89009366c904c,2021-09-18T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for being consistent with their support of TEC and always showing up to build and develop our community 🎖️ <:TEC_green:835409757183279134> 📈,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4.75,8.0,False,for being consistent with their support of TEC and always showing up to build and develop our community 🎖️ <:TEC_green:835409757183279134> 📈
863,93,621f79e243b89009366c8d2e,2021-09-02T22:00:00.000Z,pKrepe#5682,iviangita#3204,"for joining the TEC Community Call 47 <:TEC_full:835017653306654730> 

https://youtu.be/G77UmujbYPY",True,False,False,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,2.5,8.0,False,"for joining the TEC Community Call 47 <:TEC_full:835017653306654730> 

https://youtu.be/G77UmujbYPY"
866,730,621f79e243b89009366c8fdb,2021-09-17T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for engaging in the AGAVE proposal debates and forum posts 🧑🏻‍🏫,False,False,False,True,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,2.7,8.0,False,for engaging in the AGAVE proposal debates and forum posts 🧑🏻‍🏫
869,711,621f79e243b89009366c8fc8,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,"for the Params campaign, Twitter, and the forum spots and engagement 👌🏻",True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4.5,8.0,False,"for the Params campaign, Twitter, and the forum spots and engagement 👌🏻"
875,797,621f79e243b89009366c901e,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for their work in Params which makes the TEC's mission possible 🥲,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,2.2,8.0,False,for their work in Params which makes the TEC's mission possible 🥲
880,812,621f79e243b89009366c902d,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for his support in the 2nd Graviton training 😏,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,3.38,8.0,False,for his support in the 2nd Graviton training 😏
885,686,621f79e243b89009366c8faf,2021-09-17T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for the Vienna deep dives! 🧙🏻‍♂️,False,False,True,False,Zeptimus#3359,Mettodo#7010,Parrachia#0450,divine_comedian#5493,3.0,8.0,False,for the Vienna deep dives! 🧙🏻‍♂️
890,865,621f79e243b89009366c9062,2021-09-18T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for their support in the creation of the Communitas WG 🏘️,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,5.25,8.0,False,for their support in the creation of the Communitas WG 🏘️
892,779,621f79e243b89009366c900c,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,"for their work in the Params WG designing, developing, and testing the CCD 🤖",True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,1.7,8.0,False,"for their work in the Params WG designing, developing, and testing the CCD 🤖"
896,756,621f79e243b89009366c8ff5,2021-09-17T22:00:00.000Z,"sem(🌸,🐝)#0161",Mount Manu#3530,for posting the video 📹,False,False,True,False,PhilH#1102,enti#1546,Parrachia#0450,Sha#6179,3.5,8.0,False,for posting the video 📹
897,750,621f79e243b89009366c8fef,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for his energetic grace recruiting for user testing ⚡,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4.0,8.0,False,for his energetic grace recruiting for user testing ⚡
