,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
6631,251,much heavi lift data analysi area reward continu learn meet togeth ,for doing so much heavy lifting on the data analysis area for rewards. I continuously learn from our meetings together!,16.67,Nuggan#5183,2021-12-01T23:00:00.000Z,
6632,252,great translat team propos profession 📝,"for his great Translation team proposal, very professional 📝",17.75,lEscanore#7764,2021-12-06T23:00:00.000Z,
6636,256,facilit amaz final debat around param propos ,for facilitating an amazing final debate around the param proposals!,6.42,"griff (💜, 💜)#8888",2021-12-25T23:00:00.000Z,
6637,257,pull togeth quantifi onboard process,for pulling together the quantifier onboarding process,6.83,MS#4235,2021-12-18T23:00:00.000Z,
6638,258,facilit param debat parti come long way ,"for facilitating params debates and parties, we have come a long way!",15.75,chuygarcia.eth#6692,2021-12-22T23:00:00.000Z,
6639,259,great ama bond curv,for a great AMA on bonding curves,22.25,JeffEmmett#7202,2021-12-03T23:00:00.000Z,
6641,261,repres tec xdao ,for representing the TEC in the XDAO!,21.0,chuygarcia.eth#6692,2021-12-07T23:00:00.000Z,
6644,264,outstand effort around record call,for the outstanding effort around recording calls,19.0,iviangita#3204,2021-12-11T23:00:00.000Z,
6646,266,great ama bond curv,for a great AMA on bonding curves,17.0,JessicaZartler#2263,2021-12-03T23:00:00.000Z,
6647,267,great job explain tec prais system dao reward system assemblag super clear ,for doing a great job of explaining the TEC Praise system at the DAO Rewards Systems Assemblage. Super clear!,21.0,🐙 octopus#5508,2021-12-09T23:00:00.000Z,
6650,270,rock dashboard whole time you’r amaz,for rocking it with the dashboard the whole time: you’re amazing,15.75,pKrepe#5682,2021-12-03T23:00:00.000Z,
6653,273,submit awesom propos “ million dollar gambit goldilock orogeny”,for submitting his awesome proposal “1 Million Dollars Gambit Goldilocks Orogeny”,17.0,"griff (💜, 💜)#8888",2021-12-03T23:00:00.000Z,
6654,274,pull togeth quantifi onboard process,for pulling together the quantifier onboarding process,14.28,MS#4235,2021-12-15T23:00:00.000Z,
6655,275,show insight thought omega bring omega closer everyth els we’r tec,for showing insightful thoughts on Omega and on how we can bring Omega closer to everything else that we’re doing in the TEC,15.75,solsista#5370,2021-12-11T23:00:00.000Z,
6656,276,facilit param parti debat move long way forward thank ,for facilitating Params Parties and debates: we moved a long way forward with that so thank all of you!,6.3,chuygarcia.eth#6692,2021-12-25T23:00:00.000Z,
6657,277,foundat reward system research group fountain knowledg us past month,for being such a foundation for the Rewards System Research Group that has been a fountain of knowledge of us for the past few months,18.33,akrtws (TE Academy)#4246,2021-12-25T23:00:00.000Z,
6658,278,rock moder role debat,for rocking the moderation role during the debates,9.75,"griff (💜, 💜)#8888",2021-12-26T23:00:00.000Z,
6664,284,take bring tea tec commun closer togeth discord ,for taking on bringing the TEA and TEC communities closer together through discord.,18.25,MS#4235,2021-12-14T23:00:00.000Z,
6665,285,top payment whole ecosystem ,for being on top of payments (for the whole ecosystem!),10.2,freshelle#9882,2021-12-03T23:00:00.000Z,
6668,288,publish articl compar propos medium http medium com token engin common explor common upgrad propos bfaaacb,for publishing this article comparing proposals on our Medium! https://medium.com/token-engineering-commons/exploring-the-commons-upgrade-proposals-b20fa0a9acb1,25.5,natesuits#4789,2021-12-07T23:00:00.000Z,
6670,290,crush final dashboard,for crushing through finalizing the dashboard,17.32,VitorNunes#0090,2021-12-03T23:00:00.000Z,
6672,292,go john’ hous meet bianca,for going to john’s house and meeting Bianca when she was there,6.25,"griff (💜, 💜)#8888",2021-12-25T23:00:00.000Z,
6674,294,analysi dashboard,for the analysis dashboard,3.05,MS#4235,2021-12-03T23:00:00.000Z,
6676,296,kill last push bring dashboard finish line,for killing it with the last push to bring the Dashboard through the finish line,20.25,pKrepe#5682,2021-12-15T23:00:00.000Z,
6681,301,come colombia introduc peopl tec spanish french ,for coming to Colombia and introducing people to the TEC (in both spanish AND french),8.25,divine_comedian#5493,2021-12-25T23:00:00.000Z,
6683,303,recur contributor communita wg,for being recurring contributors in the Communitas WG,3.27,Yineisy Mota#1449,2021-12-25T23:00:00.000Z,
6684,304,way deepli think thing commun well,for the way he deeply thinks about things and communicates it so well,8.33,Nuggan#5183,2021-12-25T23:00:00.000Z,
6685,305,come call,for coming to all of the calls,4.78,Zeptimus#3359,2021-12-03T23:00:00.000Z,
6692,312,param propos,for their Params proposals,8.75,Zeptimus#3359,2021-12-25T23:00:00.000Z,
6699,319,attent listen abl explain peopl thought clariti curios pick right moment engag convers offer lot valu,for being an attentive listener and being able to explain other peoples thoughts with clarity and curiosity and for picking the right moments to engage in conversation and offer a lot of value,9.25,ygg_anderson#4998,2021-12-08T23:00:00.000Z,
6704,324,travers back forth tec giveth,for traversing back and forth between TEC and Giveth,9.25,Zeptimus#3359,2021-12-25T23:00:00.000Z,
6706,326,everywher move stuff forward give head propos forum post,for being just about everywhere moving stuff forward and giving me the heads up for the proposal forum posts,10.0,divine_comedian#5493,2021-12-15T23:00:00.000Z,
6708,328,great retrospect call last week,for the great retrospective call we had last week,9.67,Tam2140#9361,2021-12-11T23:00:00.000Z,
6709,329,dao reward system assemblag ,for the DAO rewards systems assemblage!,15.0,danielo#2815,2021-12-09T23:00:00.000Z,
6712,332,proactiv chang want see,for being proactive on the changes he wants to see,10.5,natesuits#4789,2021-12-18T23:00:00.000Z,
6714,334,terrif present french ethcc franc yesterday bang job ,for a terrific presentation in French ethCC France yesterday. Bang up job!,8.13,divine_comedian#5493,2021-12-08T23:00:00.000Z,
6716,336,foundat reward system research group fountain knowledg us past month,for being such a foundation for the Rewards System Research Group that has been a fountain of knowledge of us for the past few months,9.67,Peter (porobov.eth) 🤖#3488,2021-12-25T23:00:00.000Z,
6719,339,power collect brainstorm vibe transpir today communita call recommend idea rock look forward brainstorm session around new member journey set 🎸,"for the powerful collective brainstorming vibes that transpired on today's Communitas call. These recommendations and ideas are rocking, and I look forward to the brainstorming session around the new member journey when we set it .up 🎸",10.5,Yineisy Mota#1449,2021-12-12T23:00:00.000Z,
6721,341,curios honesti learn common configur dashboard,for his curiosity and honesty when learning about the commons configuration dashboard,9.25,durgadas#9280,2021-12-08T23:00:00.000Z,
6726,346,great job orient call,for doing a great job on orientation calls,3.77,eduardovegap#0422,2021-12-11T23:00:00.000Z,
6738,358,alway look best way grow #openscience,for always looking for the best way to grow #OpenScience,10.0,MD-LTF#6461,2021-12-09T23:00:00.000Z,
6744,364,record secur know you’r virtual back,for the recordings and for the security of knowing that you’re there and you have our virtual back,6.4,Zeptimus#3359,2021-12-03T23:00:00.000Z,
6746,366,champion propos get forum ,for championing proposals and getting them up on the forum!,10.0,GideonRo#3175,2021-12-15T23:00:00.000Z,
6747,367,alway abl everyth everywher,for always being able to do everything everywhere,12.5,iviangita#3204,2021-12-11T23:00:00.000Z,
6749,369,present mind blow propos educ us,for presenting mind-blowing proposals that educate us all,9.25,divine_comedian#5493,2021-12-03T23:00:00.000Z,
6750,370,contribut param parti,for all their contributions to the Params Parties,11.25,divine_comedian#5493,2021-12-03T23:00:00.000Z,
6751,371,high vibe newcom,for the high vibes with the newcomers,2.65,eduardovegap#0422,2021-12-11T23:00:00.000Z,
6752,372,show show way folk margin need,for showing up and showing the way for the folks out on the margins and we need to do more of that,8.5,ALOYSIOUS#3049,2021-12-18T23:00:00.000Z,
6753,373,facilit param parti debat move long way forward thank ,for facilitating Params Parties and debates: we moved a long way forward with that so thank all of you!,3.48,Zeptimus#3359,2021-12-25T23:00:00.000Z,
6754,374,care observ thought recognit mani peopl commun ,for his careful observance and thoughtful recognition of what so many people are doing in this community.,11.25,Mount Manu#3530,2021-12-04T23:00:00.000Z,
6757,377,kind attent great contribut reward system,"for his kindness, attention and great contribution to the Rewards System",12.5,MS#4235,2021-12-18T23:00:00.000Z,
6762,382,top everyth happen tec even contribut mainli focus common stack,"for being on top of everything happening in the TEC, even when his contributions are mainly focused on Commons Stack",11.25,JeffEmmett#7202,2021-12-25T23:00:00.000Z,
6765,385,recur contributor communita wg,for being recurring contributors in the Communitas WG,9.25,r33pich33p#6906,2021-12-25T23:00:00.000Z,
6769,389,love build param parti,for all the love you build at Param Parties,9.25,Zeptimus#3359,2021-12-18T23:00:00.000Z,
6770,390,motiv encourag aloysiu,for being a motivator and encouraging Aloysius,7.08,🐙 octopus#5508,2021-12-18T23:00:00.000Z,
6773,393,dao reward system assemblag ,for the DAO rewards systems assemblage!,13.0,akrtws (TE Academy)#4246,2021-12-09T23:00:00.000Z,
6774,394,shill propos last debat,for shilling proposals in our last debate,13.0,chuygarcia.eth#6692,2021-12-25T23:00:00.000Z,
6775,395,qualiti presenc bring te academi research session kind organ,for the quality of presence he brings to the TE Academy research sessions and for being such a kind organizer,15.0,heater#9765,2021-12-08T23:00:00.000Z,
6779,399,amaz contribut debat,for your amazing contributions on the debates,15.0,mZ#3472,2021-12-25T23:00:00.000Z,
6783,403,dao reward system assemblag ,for the DAO rewards systems assemblage!,10.5,DecentralizeSDGs#7544,2021-12-09T23:00:00.000Z,
6784,404,patient final infograph,for being patient with me to finalize the infographics,10.5,catarina#7223,2021-12-08T23:00:00.000Z,
6785,405,outstand effort around record call,for the outstanding effort around recording calls,4.1,Zeptimus#3359,2021-12-11T23:00:00.000Z,
6787,407,repres tec last hive ama,for representing TEC at the last 1Hive AMA,11.0,"griff (💜, 💜)#8888",2021-12-11T23:00:00.000Z,
6789,409,propos debat champion,for being the proposal debate champions,9.75,divine_comedian#5493,2021-12-25T23:00:00.000Z,
6794,414,turn vagu idea real survey reach real peopl made exercis much meaning valuabl ,for turning a vague idea into a real survey and reaching out to real people - you made this exercise so much more meaningful and valuable!,11.75,ALOYSIOUS#3049,2021-12-16T23:00:00.000Z,
6795,415,jump reward system backend dev champion ,for jumping into Reward system backend dev! Champion!!,15.0,Nebs#2035,2021-12-16T23:00:00.000Z,
6798,418,common upgrad propos forum wgmi ,for the Commons upgrade proposals on the forum! WGMI!,11.75,Juankbell#7458,2021-12-15T23:00:00.000Z,
6807,427,experienc mediat part graviti,for being an experienced mediator and a part of Gravity,13.0,LinhT.Tran#8783,2021-12-03T23:00:00.000Z,
6808,428,bring creativ energi tec may sound like small thing huge inspir bold ,for bringing such creative energy to the TEC. It may sound like a small thing but this is huge. Inspiring and bold.,11.0,ALOYSIOUS#3049,2021-12-16T23:00:00.000Z,
6810,430,contribut much reward system wg,for contributing so much to the Rewards System WG,9.75,Nebs#2035,2021-12-25T23:00:00.000Z,
6816,436,enlighten us psychologist pov need,"for enlightening us with her psychologist POV, which is so needed here",15.0,BiancaGadelha#2667,2021-12-26T23:00:00.000Z,
6817,437,reach commun introduc prais system distinctli selfless manner,for reaching out to other communities and introducing them to our Praise system in her distinctly selfless manner,13.0,liviade#1387,2021-12-26T23:00:00.000Z,
6820,440,love build param parti,for all the love you build at Param Parties,7.03,chuygarcia.eth#6692,2021-12-18T23:00:00.000Z,
6825,445,allow tec spotlight hivetv,for allowing TEC to have the spotlight on 1hiveTV,15.0,T Wells#9070,2021-12-18T23:00:00.000Z,
6826,446,he’ e turn start idea full fledg servic dao,"for what he’s doing with T.E.A.M., turning what started as an idea into a full fledged, service DAO",7.23,chuygarcia.eth#6692,2021-12-25T23:00:00.000Z,
6827,447,inspir montaña rusa tec casino,for inspiring Montaña Rusa with TEC Casino,9.75,Zeptimus#3359,2021-12-18T23:00:00.000Z,
6829,449,finish gitcoin grant r updat time,for finishing up the Gitcoin Grants R12 updates just in time,8.95,Mount Manu#3530,2021-12-03T23:00:00.000Z,
6830,450,thought provok convers care natur,for the thought provoking conversations we've had and for her caring nature,11.0,nic#9212,2021-12-11T23:00:00.000Z,
6832,452,educ peopl tec paramet futur economi ,for educating people about the TEC parameters for the future of our economy.,11.75,divine_comedian#5493,2021-12-07T23:00:00.000Z,
6833,453,take bring tea tec commun closer togeth discord ,for taking on bringing the TEA and TEC communities closer together through discord.,13.0,heater#9765,2021-12-14T23:00:00.000Z,
6835,455,facilit param debat parti come long way ,"for facilitating params debates and parties, we have come a long way!",7.03,Zeptimus#3359,2021-12-22T23:00:00.000Z,
6837,457,power collect brainstorm vibe transpir today communita call recommend idea rock look forward brainstorm session around new member journey set 🎸,"for the powerful collective brainstorming vibes that transpired on today's Communitas call. These recommendations and ideas are rocking, and I look forward to the brainstorming session around the new member journey when we set it .up 🎸",10.5,r33pich33p#6906,2021-12-12T23:00:00.000Z,
6838,458,report abl commun #general permiss issu,for reporting about not being able to communicate in #general. There was a permission issue,11.75,Yineisy Mota#1449,2021-11-28T23:00:00.000Z,
6839,459, param propos,for the 420 params proposal,9.83,Tam2140#9361,2021-12-25T23:00:00.000Z,
6841,461,power collect brainstorm vibe transpir today communita call recommend idea rock look forward brainstorm session around new member journey set 🎸,"for the powerful collective brainstorming vibes that transpired on today's Communitas call. These recommendations and ideas are rocking, and I look forward to the brainstorming session around the new member journey when we set it .up 🎸",13.0,Tam2140#9361,2021-12-12T23:00:00.000Z,
6846,466,take bring tea tec commun closer togeth discord ,for taking on bringing the TEA and TEC communities closer together through discord.,11.75,pat.zip (TE Academy)#5266,2021-12-14T23:00:00.000Z,
6852,472,take vote pamphlet flag run ,for taking the voting pamphlets flag and running with it!,15.75,natesuits#4789,2021-12-20T23:00:00.000Z,
6854,474,realli take quantifi descript role,for really taking on the quantifier description role,7.9,Zeptimus#3359,2021-12-11T23:00:00.000Z,
6860,480,pull togeth quantifi onboard process,for pulling together the quantifier onboarding process,4.3,Zeptimus#3359,2021-12-18T23:00:00.000Z,
6869,489,good job mediat hold debat togeth pass idea around interest way,"for doing such a good job of mediating, holding the debate together, and passing ideas around in interesting ways",7.25,"griff (💜, 💜)#8888",2021-12-25T23:00:00.000Z,
6875,495,keep push legal wg,for keeping on pushing the Legal WG,13.75,iviangita#3204,2021-12-18T23:00:00.000Z,
6876,496,awesom partner prais research aloysiu,for being an awesome partner during the praise research with Aloysius,13.75,PhilH#1102,2021-12-18T23:00:00.000Z,
6879,499,contribut much reward system wg,for contributing so much to the Rewards System WG,2.52,MS#4235,2021-12-25T23:00:00.000Z,
6880,500,contribut toward reward system,for your contributions towards the Rewards System,4.77,rdfbbx#6437,2021-12-25T23:00:00.000Z,
6881,501,run token engin introduct us  dec good entri point topic highli recommend everyon ,"for running the token engineering introduction for us on 15 Dec, it was a good entry point to the topic and I highly recommend for everyone.",15.75,heater#9765,2021-12-16T23:00:00.000Z,
6882,502,contribut knowledg time develop r ,for contributing knowledge and time to the development of the R.A.D.D!,10.82,MS#4235,2021-12-15T23:00:00.000Z,
6883,503,contribut governaut research lab it’ realli nice see someon repres tec ,for her contributions to the Governauts Research Lab (it’s really nice to see someone out there representing TEC),13.75,liviade#1387,2021-12-03T23:00:00.000Z,
6884,504,probe cultur impact paramet modul listen discours taught yet new thing common upgrad rockstar ,for probing into the cultural impact of each parameter in each module. Just listening to the discourse taught me yet again new things about our Commons upgrade. You're a rockstar.,13.75,natesuits#4789,2021-12-15T23:00:00.000Z,
6885,505,deliv abci articl,for delivering on the ABCY article,15.75,taxil#8577,2021-12-03T23:00:00.000Z,
6886,506,facilit param parti debat move long way forward thank ,for facilitating Params Parties and debates: we moved a long way forward with that so thank all of you!,14.0,Tam2140#9361,2021-12-25T23:00:00.000Z,
6890,510,champion propos get forum ,for championing proposals and getting them up on the forum!,10.82,chuygarcia.eth#6692,2021-12-15T23:00:00.000Z,
6891,511,dao reward system assemblag ,for the DAO rewards systems assemblage!,13.75,Felipe Duarte#8100,2021-12-09T23:00:00.000Z,
6893,513,great particip te academi team sync meet yesterday guid us 🙌🏼🙌🏼🙌🏼🙌🏼 excit team grow grow,for great participation at the TE Academy Team Sync meeting yesterday and  to guide us 🙌🏼🙌🏼🙌🏼🙌🏼 very excited with this team to grow and grow,5.75,chuygarcia.eth#6692,2021-12-20T23:00:00.000Z,
6894,514,great particip te academi team sync meet yesterday guid us 🙌🏼🙌🏼🙌🏼🙌🏼 excit team grow grow,for great participation at the TE Academy Team Sync meeting yesterday and  to guide us 🙌🏼🙌🏼🙌🏼🙌🏼 very excited with this team to grow and grow,5.25,angieberryberry#9822,2021-12-20T23:00:00.000Z,
6896,516,pull togeth quantifi onboard process,for pulling together the quantifier onboarding process,9.02,Zeptimus#3359,2021-12-15T23:00:00.000Z,
6901,521,analysi dashboard,for their analysis dashboard,5.33,Nuggan#5183,2021-12-03T23:00:00.000Z,
6902,522,analysi dashboard,for their analysis dashboard,14.5,MS#4235,2021-12-03T23:00:00.000Z,
6903,523,assemblag,for the assemblage,0.77,akrtws (TE Academy)#4246,2021-12-09T23:00:00.000Z,
6904,524,bring mani peopl server guid,for bringing so many people to our server and guiding them,15.75,ALOYSIOUS#3049,2021-12-03T23:00:00.000Z,
6905,525,alway look best way grow #openscience,for always looking for the best way to grow #OpenScience,11.25,heater#9765,2021-12-09T23:00:00.000Z,
6911,531,fun guidanc te academi research group session,for all the fun and guidance in the TE Academy research group sessions,11.03,heater#9765,2021-12-09T23:00:00.000Z,
6912,532,insight medium articl,for his insightful Medium article,3.7,GideonRo#3175,2021-12-11T23:00:00.000Z,
6914,534,catchphras param debat \ best vest west\ 👍 👍 🤣,"for his catchphrases during the param debate. \""Best vesting in the west\"" 👍 👍 🤣",6.0,divine_comedian#5493,2021-12-20T23:00:00.000Z,
6917,537,great particip te academi team sync meet yesterday guid us 🙌🏼🙌🏼🙌🏼🙌🏼 excit team grow grow,for great participation at the TE Academy Team Sync meeting yesterday and  to guide us 🙌🏼🙌🏼🙌🏼🙌🏼 very excited with this team to grow and grow,6.0,lEscanore#7764,2021-12-20T23:00:00.000Z,
6921,541,he’ jolli good fellow,for he’s a jolly good fellow,5.0,Vyvy-vi#5040,2021-12-18T23:00:00.000Z,
6923,543,anoth product cryptozombi lab ,for another productive CryptoZombies lab.,6.33,Nuggan#5183,2021-12-02T23:00:00.000Z,
6924,544,chill talk tec loung ,for a chill talk at TEC lounge!,6.0,Vyvy-vi#5040,2021-12-02T23:00:00.000Z,
6929,549,contribut toward e ,for their contributions towards T.E.A.M.,3.33,natesuits#4789,2021-12-25T23:00:00.000Z,
6932,552,buf tec commun onboard,for buffing up TEC in other communities with their onboarding,7.5,ALOYSIOUS#3049,2021-12-03T23:00:00.000Z,
6933,553,better gave hope futur industri,for the better and gave me hope for the future of our industry,4.5,"griff (💜, 💜)#8888",2021-12-25T23:00:00.000Z,
6934,554,someon learn lot everi day,for being someone that we all learn a lot from every day,6.0,"griff (💜, 💜)#8888",2021-12-25T23:00:00.000Z,
6936,556,facilit param parti debat move long way forward thank ,for facilitating Params Parties and debates: we moved a long way forward with that so thank all of you!,1.2,Nuggan#5183,2021-12-25T23:00:00.000Z,
6937,557,mani contribut commun,for their (many) contributions to the community,5.5,Jolie_Ze#0295,2021-12-03T23:00:00.000Z,
6939,559,present tec eth franc felicit ,for his presentation of the TEC for ETH france! Felicitations!,6.75,divine_comedian#5493,2021-12-07T23:00:00.000Z,
6940,560,explain expect dynam around casino propos,for explaining some of the expected dynamics around the casino proposal,7.5,divine_comedian#5493,2021-12-08T23:00:00.000Z,
6944,564,cover communita wg call,for covering the Communitas WG call,9.67,Tam2140#9361,2021-12-18T23:00:00.000Z,
6946,566,method problem solv collabor brainstorm happen alway learn meet ,for all of the methodical problem solving and collaborative brainstorming that happens. Always learning from our meetings.,9.67,Nuggan#5183,2021-12-13T23:00:00.000Z,
6950,570,observ small detail highlight area perhap improv ,"for being so observant to the small details and highlighting areas that can, perhaps, be improved.",10.5,ALOYSIOUS#3049,2021-12-08T23:00:00.000Z,
6951,571,push coordin behind scene cat herd get propos forum move next stage param debat,"for pushing the coordination behind the scenes, cat-herding, and getting the proposals up on the forum so we can move on to the next stage of the Params Debates",8.5,divine_comedian#5493,2021-12-18T23:00:00.000Z,
6952,572,jump repres mega give us insight import wg,for jumping in and representing 0mega and giving us more insights into that very important WG,7.25,Mert Ozd#6679,2021-12-18T23:00:00.000Z,
6954,574,comment cv propos term,for his comments on the CV proposal terms,6.75,PabloA#7958,2021-12-17T23:00:00.000Z,
6963,583,power collect brainstorm vibe transpir today communita call recommend idea rock look forward brainstorm session around new member journey set 🎸,"for the powerful collective brainstorming vibes that transpired on today's Communitas call. These recommendations and ideas are rocking, and I look forward to the brainstorming session around the new member journey when we set it .up 🎸",6.0,metaverde#2503,2021-12-12T23:00:00.000Z,
6966,586,play schedul tag tri get togeth   get know better ,for playing scheduling tag with me trying to get together for a 1:1 to get to know each other better!,8.0,MS#4235,2021-12-01T23:00:00.000Z,
6968,588,high vibe 🙏,for the high vibes 🙏,6.0,Jolie_Ze#0295,2021-12-01T23:00:00.000Z,
6971,591,contribut commun,for their contributions to the community,6.0,divine_comedian#5493,2021-12-03T23:00:00.000Z,
6972,592,creat event discord,for creating the events in discord :D,7.25,Zeptimus#3359,2021-12-07T23:00:00.000Z,
6973,593,pleasur meet guy person ethcc pari chuy ,for the pleasure of meeting you guys in person during the EthCC in Paris (from Chuy),6.5,mateodaza#3156,2021-12-25T23:00:00.000Z,
6975,595,engag convers te dm teach much,"for engaging with me in conversation about TE in DMs, and teaching me so much",9.25,solsista#5370,2021-12-16T23:00:00.000Z,
6977,597,improv tec casino propos,for improving the TEC Casino Proposal,7.25,divine_comedian#5493,2021-12-03T23:00:00.000Z,
6980,600,recur contributor communita wg,for being recurring contributors in the Communitas WG,6.0,LBS#6541,2021-12-25T23:00:00.000Z,
6981,601,present mind blow propos educ us,for presenting mind-blowing proposals that educate us all,5.38,Juankbell#7458,2021-12-03T23:00:00.000Z,
6982,602,recur contributor communita wg,for being recurring contributors in the Communitas WG,8.5,liviade#1387,2021-12-25T23:00:00.000Z,
6984,604,recur contributor communita wg,for being recurring contributors in the Communitas WG,8.0,natesuits#4789,2021-12-25T23:00:00.000Z,
6985,605,great particip te academi team sync meet yesterday guid us 🙌🏼🙌🏼🙌🏼🙌🏼 excit team grow grow,for great participation at the TE Academy Team Sync meeting yesterday and  to guide us 🙌🏼🙌🏼🙌🏼🙌🏼 very excited with this team to grow and grow,8.0,casale.eth#6107,2021-12-20T23:00:00.000Z,
6986,606,post research propos prais post librari propos,"for posting the Research proposal
!praise for posting the Library proposal",8.5,solsista#5370,2021-12-16T23:00:00.000Z,
6991,611,contribut commun,for their contributions to the community,6.5,liviade#1387,2021-12-03T23:00:00.000Z,
6992,612,distribut param parti poap,for distributing the Params Party POAPs,1.87,acidlazzer#5796,2021-12-03T23:00:00.000Z,
6996,616,ostrom babi param propos,for the Ostrom Baby params proposal,8.5,divine_comedian#5493,2021-12-25T23:00:00.000Z,
6997,617,improv tec casino propos,for improving the TEC Casino Proposal,7.0,karmaticacid#1218,2021-12-03T23:00:00.000Z,
6998,618,prais dish partner👫,for being my praise-dishing partner👫,7.25,iviangita#3204,2021-12-25T23:00:00.000Z,
7002,622,pleasur meet guy person ethcc pari chuy ,for the pleasure of meeting you guys in person during the EthCC in Paris (from Chuy),6.5,liviade#1387,2021-12-25T23:00:00.000Z,
7005,625,take prais role ivi ,for taking on the Praise role for Ivy!,10.5,Mount Manu#3530,2021-12-05T23:00:00.000Z,
7009,629,never miss wg weekli updat insight idea vision bring tec,"for never missing a WG Weekly Update and for all the other insights, ideas, and visions that you bring into the TEC",7.25,Mount Manu#3530,2021-12-25T23:00:00.000Z,
7010,630,bring way creativ vulner shore,for bringing ways of creativity and vulnerability to our shores,6.5,ALOYSIOUS#3049,2021-12-25T23:00:00.000Z,
7012,632,propos debat champion,for being the proposal debate champions,6.0,Zeptimus#3359,2021-12-25T23:00:00.000Z,
7013,633,awesom commun sinc day ,for being awesome to the community since day 1,7.25,GideonRo#3175,2021-12-25T23:00:00.000Z,
7017,637,charisma creativ bring param parti advoc bolshevik gambit fork revolutionari open price iron curtain convict vote propos 💛,for the charisma and creativity he brings to the params parties when he advocates for his The Bolshevik's Gambit fork with Revolutionary Opening Price and Iron Curtain Conviction Voting proposal. 💛,7.25,divine_comedian#5493,2021-12-07T23:00:00.000Z,
7018,638,travers back forth tec giveth,for traversing back and forth between TEC and Giveth,6.5,David (please DYOR...)#4116,2021-12-25T23:00:00.000Z,
7019,639,alway look best way grow #openscience,for always looking for the best way to grow #OpenScience,7.25,liviade#1387,2021-12-09T23:00:00.000Z,
7024,644,bring cool peopl commun,for bringing cool people into our community,6.5,David (please DYOR...)#4116,2021-12-25T23:00:00.000Z,
7025,645,volunt commun guid,for volunteering to be a community guide,8.0,David (please DYOR...)#4116,2021-12-26T23:00:00.000Z,
7026,646,open heart public,for being open hearted in public,6.75,chuygarcia.eth#6692,2021-12-18T23:00:00.000Z,
7027,647,consist facilit relev info,for consistently facilitating relevant info,8.5,pat.zip (TE Academy)#5266,2021-12-09T23:00:00.000Z,
7028,648,alway look best way grow #openscience,for always looking for the best way to grow #OpenScience,7.25,JessicaZartler#2263,2021-12-09T23:00:00.000Z,
7029,649,contribut propos debat champion propos,for contributing to the proposal debates and championing a proposal each,8.5,Juankbell#7458,2021-12-26T23:00:00.000Z,
7030,650,propos debat bolshevik’ gambit propos,for proposing and debating his Bolshevik’s Gambit proposal,8.0,divine_comedian#5493,2021-12-11T23:00:00.000Z,
7036,656,keep come commun call call,for keeping on coming to Community Calls and other calls,6.0,David (please DYOR...)#4116,2021-12-18T23:00:00.000Z,
7037,657,prais master,for being the praise master,7.25,Mount Manu#3530,2021-12-18T23:00:00.000Z,
7040,660,energi insight ms get regular meet,for all of the energy and insight that MS gets from the regular meetings with you,7.0,Tam2140#9361,2021-12-11T23:00:00.000Z,
7041,661,param propos,for their Params proposals,6.33,karmaticacid#1218,2021-12-25T23:00:00.000Z,
7044,664,amaz contribut debat,for your amazing contributions on the debates,7.25,Paul Haas#7536,2021-12-25T23:00:00.000Z,
7051,671,param propos,for their Params proposals,7.25,divine_comedian#5493,2021-12-25T23:00:00.000Z,
7052,672,common stack tec contract call coupl day ago,for the Commons Stack and TEC contracts call a couple days ago,6.5,freshelle#9882,2021-12-11T23:00:00.000Z,
7060,680,recur contributor communita wg,for being recurring contributors in the Communitas WG,7.25,GideonRo#3175,2021-12-25T23:00:00.000Z,
7061,681,love build param parti,for all the love you build at Param Parties,7.38,divine_comedian#5493,2021-12-18T23:00:00.000Z,
7063,683,presenc depend,for your presence and dependability,9.25,iviangita#3204,2021-12-25T23:00:00.000Z,
7066,686,collabor top nate’ document great bureaucraci come ,"for collaborating on top of Nate’s document, great bureaucracy coming up!",8.5,bends#3537,2021-12-18T23:00:00.000Z,
7069,689,presenc multipl call constantli offer insight perspect multipl topi,for his presence in multiple calls and for constantly offering his insightful perspectives in multiple topis,7.25,durgadas#9280,2021-12-08T23:00:00.000Z,
7072,692,welcom commun love pour everyon alway care attent 💛,"for how welcoming he is to the community and the love he pours into everyone, always careful and attentive 💛",7.25,eduardovegap#0422,2021-12-08T23:00:00.000Z,
7073,693,take multipl issu reward wg deliv thing consist bring ground feel commit someth ,for taking multiple issues in the reward wg and for delivering things with such a consistency that brings a grounding feeling when he commits to something.,8.5,divine_comedian#5493,2021-12-08T23:00:00.000Z,
7074,694,attent jump problem solv quick 🙏 thank ,for being so attentive and jumping into problem solving so quick 🙏  thank you!,6.75,Vyvy-vi#5040,2021-12-01T23:00:00.000Z,
7076,696,mani honest convers,for having so many honest conversations,9.25,ALOYSIOUS#3049,2021-12-11T23:00:00.000Z,
7077,697,first ever donor graviti gitcoin grant 🙂,for being the first ever donor for the Gravity Gitcoin grant 🙂,7.25,Zeptimus#3359,2021-12-01T23:00:00.000Z,
7079,699,contribut propos debat champion propos,for contributing to the proposal debates and championing a proposal each,5.08,Zeptimus#3359,2021-12-26T23:00:00.000Z,
7081,701,first person got juanka crypto,for being the first person that got Juanka into crypto,5.5,vicente.eth#4828,2021-12-25T23:00:00.000Z,
