,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DISMISSAL AGREED,ORIGINAL MSG
104,1503,621f79e343b89009366c995f,2021-10-28T22:00:00.000Z,Nuggan#5183,iviangita#3204,for hanging out in Param Parties,True,False,True,False,Sha#6179,Maxwe11#7157,bear100#9085,osycross(🦎🦎)#5943,1.6,34.0,False,for hanging out in Param Parties
249,1066,621f79e343b89009366c9788,2021-10-19T22:00:00.000Z,eduardovegap#0422,nic#9212,"for being very kind, supportive and making this community more beautiful 🌞",False,False,True,False,Sha#6179,Maxwe11#7157,shawn#7046,enti#1546,6.75,21.0,False,"for being very kind, supportive and making this community more beautiful 🌞"
251,1559,621f79e343b89009366c9997,2021-10-28T22:00:00.000Z,natesuits#4789,iviangita#3204,for bringing Boardroom up,True,False,False,False,Usua◎ Silver#2618,Tamarandom#9361,kristofer#1475,osycross(🦎🦎)#5943,10.82,21.0,False,for bringing Boardroom up
255,110,621f79e243b89009366c9376,2021-09-30T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,True,True,False,Mount Manu#3530,divine_comedian#5493,Nuggan#5183,Mike Brunt#0745,7.0,21.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
257,1434,621f79e343b89009366c991a,2021-10-28T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!,True,True,False,False,Sha#6179,Mettodo#7010,shawn#7046,Mike Brunt#0745,0.65,21.0,False,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!
259,1433,621f79e343b89009366c9919,2021-10-28T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!),True,False,False,False,Sha#6179,Mettodo#7010,shawn#7046,Mike Brunt#0745,2.65,21.0,False,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!)
261,889,621f79e243b89009366c9691,2021-10-14T22:00:00.000Z,eduardovegap#0422,iviangita#3204,for all the great Communitas work,True,False,False,False,Sha#6179,Maxwe11#7157,shawn#7046,enti#1546,0.85,21.0,False,for all the great Communitas work
262,1528,621f79e343b89009366c9978,2021-10-28T22:00:00.000Z,Juankbell#7458,iviangita#3204,for keeping the Graviton Training organized,False,False,True,False,hanners717#2022,divine_comedian#5493,bear100#9085,osycross(🦎🦎)#5943,6.1,21.0,False,for keeping the Graviton Training organized
264,878,621f79e243b89009366c9686,2021-10-14T22:00:00.000Z,heater#9765,iviangita#3204,for organizing the TE event yesterday in Berlin,False,False,True,False,Sha#6179,divine_comedian#5493,bear100#9085,bends#3537,11.75,21.0,False,for organizing the TE event yesterday in Berlin
266,175,621f79e243b89009366c93b7,2021-10-01T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for their next Graviton session ✍🏻,False,False,False,True,Usua◎ Silver#2618,Tamarandom#9361,kristofer#1475,osycross(🦎🦎)#5943,8.5,21.0,False,for their next Graviton session ✍🏻
267,581,621f79e243b89009366c955c,2021-10-07T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,True,True,False,Mount Manu#3530,divine_comedian#5493,Nuggan#5183,Mike Brunt#0745,0.7,21.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
273,1432,621f79e343b89009366c9918,2021-10-28T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!,False,True,False,False,Sha#6179,Mettodo#7010,shawn#7046,Mike Brunt#0745,9.75,21.0,False,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!
456,1441,621f79e343b89009366c9921,2021-10-28T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for hosting the Param Parties which are one of the most important things we’re doing right now,False,False,True,False,liviade#1387,Parrachia#0450,bear100#9085,eduardovegap#0422,1.7,13.0,False,for hosting the Param Parties which are one of the most important things we’re doing right now
468,1631,621f79e343b89009366c99e6,2021-10-28T22:00:00.000Z,liviade#1387,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,Zeptimus#3359,eduardovegap#0422,3.75,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
470,1140,621f79e343b89009366c97d9,2021-10-21T22:00:00.000Z,anna-marie#8824,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,False,False,False,True,Usua◎ Silver#2618,Tamarandom#9361,shawn#7046,bends#3537,4.75,13.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
473,1504,621f79e343b89009366c9960,2021-10-28T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for hanging out in Param Parties,False,False,True,False,liviade#1387,Parrachia#0450,bear100#9085,eduardovegap#0422,1.82,13.0,False,for hanging out in Param Parties
474,827,621f79e243b89009366c9653,2021-10-14T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for the discussion on Discord experience,False,False,True,False,Usua◎ Silver#2618,divine_comedian#5493,kristofer#1475,osycross(🦎🦎)#5943,5.25,13.0,False,for the discussion on Discord experience
482,1626,621f79e343b89009366c99e1,2021-10-28T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,kristofer#1475,bends#3537,4.25,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
483,1323,621f79e343b89009366c9890,2021-10-25T22:00:00.000Z,Zeptimus#3359,chuygarcia.eth#6692,for attending the Comms WG call and helping SO MUCH with their feedback for enriching our funding proposal <:TEC:835016327542210560>,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,kristofer#1475,bends#3537,4.75,13.0,False,for attending the Comms WG call and helping SO MUCH with their feedback for enriching our funding proposal <:TEC:835016327542210560>
484,579,621f79e243b89009366c955a,2021-10-07T22:00:00.000Z,liviade#1387,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,Zeptimus#3359,eduardovegap#0422,3.75,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
485,1493,621f79e343b89009366c9955,2021-10-28T22:00:00.000Z,iviangita#3204,iviangita#3204,for mation really polished and accessible to the community and everyone in this space,False,False,True,False,AmwFund#0979,tigeroid#2951,kristofer#1475,bends#3537,3.08,13.0,False,for mation really polished and accessible to the community and everyone in this space
486,1477,621f79e343b89009366c9945,2021-10-28T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for all the work in the parameters and Param Parties,False,False,True,False,liviade#1387,Parrachia#0450,bear100#9085,eduardovegap#0422,1.7,13.0,False,for all the work in the parameters and Param Parties
490,586,621f79e243b89009366c9561,2021-10-07T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,kristofer#1475,bends#3537,4.25,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
491,1496,621f79e343b89009366c9958,2021-10-28T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for hosting Param Parties,False,False,True,False,liviade#1387,Parrachia#0450,bear100#9085,eduardovegap#0422,1.7,13.0,False,for hosting Param Parties
494,591,621f79e243b89009366c9566,2021-10-07T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,True,False,hanners717#2022,Mettodo#7010,shawn#7046,Vyvy-vi#5040,3.75,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
498,1358,621f79e343b89009366c98b3,2021-10-26T22:00:00.000Z,eduardovegap#0422,GideonRo#3175,for analyzing and formatting the newcomer survey data.,False,False,False,True,Sha#6179,Maxwe11#7157,shawn#7046,enti#1546,3.38,13.0,False,for analyzing and formatting the newcomer survey data.
505,1406,621f79e343b89009366c98fe,2021-10-28T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!,False,True,True,False,Mount Manu#3530,divine_comedian#5493,Nuggan#5183,bends#3537,0.43,13.0,False,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!
509,1551,621f79e343b89009366c998f,2021-10-28T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for working on something that makes everyone in this community so proud,False,False,True,False,Sha#6179,Mettodo#7010,shawn#7046,Mike Brunt#0745,6.5,13.0,False,for working on something that makes everyone in this community so proud
514,1423,621f79e343b89009366c990f,2021-10-28T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!,False,False,True,False,liviade#1387,Parrachia#0450,bear100#9085,eduardovegap#0422,3.58,13.0,False,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!
515,983,621f79e343b89009366c96f7,2021-10-14T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,False,False,True,False,hanners717#2022,tigeroid#2951,bear100#9085,Mike Brunt#0745,4.13,13.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
517,114,621f79e243b89009366c937a,2021-09-30T22:00:00.000Z,liviade#1387,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,Zeptimus#3359,eduardovegap#0422,3.75,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
522,996,621f79e343b89009366c9704,2021-10-14T22:00:00.000Z,liviade#1387,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,Zeptimus#3359,eduardovegap#0422,3.75,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
524,276,621f79e243b89009366c941c,2021-10-01T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for their work in Params <:TEC:835016327542210560>,False,False,True,False,liviade#1387,Parrachia#0450,bear100#9085,eduardovegap#0422,1.4,13.0,False,for their work in Params <:TEC:835016327542210560>
525,999,621f79e343b89009366c9707,2021-10-14T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,kristofer#1475,bends#3537,4.25,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
528,1405,621f79e343b89009366c98fd,2021-10-28T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!),False,True,False,False,Mount Manu#3530,divine_comedian#5493,Nuggan#5183,bends#3537,4.77,13.0,False,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!)
532,1424,621f79e343b89009366c9910,2021-10-28T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!),True,False,True,False,liviade#1387,Parrachia#0450,bear100#9085,eduardovegap#0422,1.57,13.0,False,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!)
535,482,621f79e243b89009366c94f4,2021-10-07T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for engaging on the Treasury Management post,False,False,True,False,hanners717#2022,Mettodo#7010,shawn#7046,Vyvy-vi#5040,5.75,13.0,False,for engaging on the Treasury Management post
538,115,621f79e243b89009366c937b,2021-09-30T22:00:00.000Z,Juankbell#7458,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,True,True,False,hanners717#2022,divine_comedian#5493,bear100#9085,osycross(🦎🦎)#5943,4.5,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
543,1284,621f79e343b89009366c9869,2021-10-22T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,kristofer#1475,bends#3537,3.75,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
544,1425,621f79e343b89009366c9911,2021-10-28T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!,True,False,True,False,liviade#1387,Parrachia#0450,bear100#9085,eduardovegap#0422,1.57,13.0,False,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!
545,1283,621f79e343b89009366c9868,2021-10-22T22:00:00.000Z,liviade#1387,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,Zeptimus#3359,eduardovegap#0422,3.75,13.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
775,456,621f79e243b89009366c94da,2021-10-07T22:00:00.000Z,eduardovegap#0422,iviangita#3204,for all their work with the Communitas WG,True,False,False,False,Sha#6179,Maxwe11#7157,shawn#7046,enti#1546,0.33,8.0,False,for all their work with the Communitas WG
781,985,621f79e343b89009366c96f9,2021-10-14T22:00:00.000Z,DaveW#9619,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,False,False,True,False,hanners717#2022,Maxwe11#7157,bear100#9085,Mike Brunt#0745,1.2,8.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
785,109,621f79e243b89009366c9375,2021-09-30T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,Usua◎ Silver#2618,Mettodo#7010,kristofer#1475,bends#3537,3.0,8.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
788,1005,621f79e343b89009366c970d,2021-10-14T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,True,False,Sha#6179,Mettodo#7010,shawn#7046,Mike Brunt#0745,1.2,8.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
791,1285,621f79e343b89009366c986a,2021-10-22T22:00:00.000Z,iviangita#3204,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,False,True,AmwFund#0979,tigeroid#2951,kristofer#1475,bends#3537,3.0,8.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
792,1282,621f79e343b89009366c9867,2021-10-22T22:00:00.000Z,Yonks#7762,iviangita#3204,for all the community building that he does around this and many other DAOs,True,False,True,False,Usua◎ Silver#2618,tigeroid#2951,Nuggan#5183,eduardovegap#0422,1.45,8.0,False,for all the community building that he does around this and many other DAOs
795,1290,621f79e343b89009366c986f,2021-10-22T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,False,True,False,Sha#6179,Mettodo#7010,shawn#7046,Mike Brunt#0745,1.2,8.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
796,1430,621f79e343b89009366c9916,2021-10-28T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!),True,True,True,False,Usua◎ Silver#2618,Mettodo#7010,kristofer#1475,bends#3537,0.2,8.0,False,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!)
797,1421,621f79e343b89009366c990d,2021-10-28T22:00:00.000Z,natesuits#4789,iviangita#3204,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!),True,False,True,False,Usua◎ Silver#2618,Tamarandom#9361,kristofer#1475,osycross(🦎🦎)#5943,0.95,8.0,False,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!)
