,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
1029,785,621f79e243b89009366c8b43,2021-08-23T22:00:00.000Z,natesuits#4789,liviade#1387,for joining softgov today 💙,621f79e243b89009366c8b35,0,621f79e243b89009366c8b35,innov8tor3#3988,Parrachia#0450,calazki#3961,0.07,1.0,False,for joining softgov today 💙
1030,782,621f79e243b89009366c8b40,2021-08-23T22:00:00.000Z,eduardovegap#0422,liviade#1387,for joining softgov today 💙,621f79e243b89009366c8b32,0,0,PhilH#1102,Parrachia#0450,kristofer#1475,0.03,1.0,False,for joining softgov today 💙
1033,1036,621f79e243b89009366c8c49,2021-08-26T22:00:00.000Z,natesuits#4789,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",621f79e243b89009366c8c37,0,621f79e243b89009366c8c37,innov8tor3#3988,Parrachia#0450,calazki#3961,0.07,1.0,False,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8"
1036,1024,621f79e243b89009366c8c3d,2021-08-26T22:00:00.000Z,eduardovegap#0422,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",621f79e243b89009366c8c29,0,0,PhilH#1102,Parrachia#0450,kristofer#1475,0.37,1.0,False,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8"
1063,862,621f79e243b89009366c8b9b,2021-08-26T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for their Initial Buy proposal for the ABC,621f79e243b89009366c8b7c,0,0,AmwFund#0979,Mount Manu#3530,calazki#3961,14.7,21.0,False,for their Initial Buy proposal for the ABC
1067,897,621f79e243b89009366c8bbe,2021-08-26T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for all their work in the params,621f79e243b89009366c8a6b,0,621f79e243b89009366c8a93,PhilH#1102,acidlazzer#5796,calazki#3961,1.83,5.0,False,for all their work in the params
1084,774,621f79e243b89009366c8b38,2021-08-23T22:00:00.000Z,anna-marie#8824,liviade#1387,for joining softgov today 💙,621f79e243b89009366c8b2a,621f79e243b89009366c8b2a,0,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,0.4,1.0,False,for joining softgov today 💙
1085,779,621f79e243b89009366c8b3d,2021-08-23T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,liviade#1387,for joining softgov today 💙,0,621f79e243b89009366c8b2f,621f79e243b89009366c8b2f,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,0.4,1.0,False,for joining softgov today 💙
1086,783,621f79e243b89009366c8b41,2021-08-23T22:00:00.000Z,DanKnobelsdorf#0326,liviade#1387,for joining softgov today 💙,0,621f79e243b89009366c8b33,621f79e243b89009366c8b33,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,0.4,1.0,False,for joining softgov today 💙
1092,622,621f79e243b89009366c8a61,2021-08-19T22:00:00.000Z,GideonRo#3175,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,621f79e143b89009366c87f4,0,0,osycross(🦎🦎)#5943,Parrachia#0450,bends#3537,0.7,1.0,False,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI
1103,1021,621f79e243b89009366c8c3a,2021-08-26T22:00:00.000Z,acidlazzer#5796,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",621f79e243b89009366c8c24,0,621f79e243b89009366c8c24,AmwFund#0979,Tamarandom#9361,divine_comedian#5493,0.4,1.0,False,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8"
1104,1026,621f79e243b89009366c8c3f,2021-08-26T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",0,621f79e243b89009366c8c2b,621f79e243b89009366c8c2b,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,0.4,1.0,False,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8"
1106,1030,621f79e243b89009366c8c43,2021-08-26T22:00:00.000Z,Nuggan#5183,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",621f79e243b89009366c8c31,0,621f79e243b89009366c8c31,Sha#6179,Tamarandom#9361,bends#3537,0.4,1.0,False,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8"
1107,1037,621f79e243b89009366c8c4a,2021-08-26T22:00:00.000Z,anna-marie#8824,iviangita#3204,for joining the TEC Community Call 46 <:TEC:835016327542210560>,621f79e243b89009366c8c25,621f79e243b89009366c8c25,0,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,0.4,1.0,False,for joining the TEC Community Call 46 <:TEC:835016327542210560>
1109,166,621f79e143b89009366c87f7,2021-08-05T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for helping acidlazzer with the YouTube channel,621f79e143b89009366c875c,0,621f79e143b89009366c875c,AmwFund#0979,Mount Manu#3530,calazki#3961,3.2,8.0,False,for helping acidlazzer with the YouTube channel
1129,221,621f79e143b89009366c8836,2021-08-05T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,for attending the Legal WG meeting,0,621f79e143b89009366c882f,621f79e143b89009366c882f,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,0.4,1.0,False,for attending the Legal WG meeting
1130,388,621f79e243b89009366c8960,2021-08-12T22:00:00.000Z,Nuggan#5183,iviangita#3204,for the fun Hatch memes,621f79e243b89009366c88de,0,0,Sha#6179,Tamarandom#9361,bends#3537,2.0,3.0,False,for the fun Hatch memes
